id	UNIPROT	geneLength
1305	O43164	2127
1306	O43166	5415
1307	O43167	2094
1308	O43169	453
1309	O43172	1569
1310	O43173	1143
1311	O43175	1602
1312	O43181	528
1313	O43184	2730
1314	O43186	900
1315	O43187	1878
1316	O43189	1704
1317	O43194	1362
1318	O43196	2505
1319	O43236	1437
1320	O43237	1479
1321	O43240	831
1322	O43242	1605
1323	O43247	843
1324	O43248	915
1325	O43251	1173
1326	O43252	1875
1327	O43255	975
1328	O43257	465
1329	O43261	237
1330	O43264	2340
1331	O43278	1590
1332	O43281	1686
1333	O43283	2901
1334	O43290	2403
1335	O43291	759
1336	O43292	1866
1337	O43293	1365
1338	O43294	1386
1339	O43295	3300
1340	O43296	1884
1341	O43298	1404
1342	O43299	2424
1343	O43301	2028
1344	O43303	3039
1345	O43304	2091
1346	O43306	3507
1347	O43307	1551
1348	O43309	1815
1349	O43310	1797
1350	O43312	2268
1351	O43313	2472
1352	O43314	3732
1353	O43318	1821
1354	O43320	624
1355	O43323	1191
1356	O43324	525
1357	O43325	369
1358	O43347	1089
1359	O43353	1623
1360	O43365	1332
1361	O43374	2412
1362	O43379	4557
1363	O43390	1902
1364	O43395	2052
1365	O43396	870
1366	O43399	621
1367	O43402	633
1368	O43405	1653
1369	O43414	1014
1370	O43422	2286
1371	O43423	705
1372	O43426	4722
1373	O43427	1095
1374	O43432	4758
1375	O43439	1815
1376	O43447	534
1377	O43448	1215
1378	O43463	1239
1379	O43464	1377
1380	O43474	1542
1381	O43482	690
1382	O43488	1080
1383	O43490	2598
1384	O43491	3018
1385	O43493	1314
1386	O43497	7134
1387	O43502	1131
1388	O43504	276
1389	O43505	1248
1390	O43508	750
1391	O43513	702
1392	O43516	1512
1393	O43520	3756
1394	O43521	597
1395	O43524	2022
1396	O43525	2619
1397	O43526	2619
1398	O43529	1071
1399	O43541	1491
1400	O43542	1041
1401	O43543	843
1402	O43548	2163
1403	O43556	1314
1404	O43557	723
1405	O43559	1479
1406	O43561	789
1407	O43566	1701
1408	O43567	1146
1409	O43570	1065
1410	O43572	1989
1411	O43581	1212
1412	O43583	597
1413	O43586	1251
1414	O43592	2889
1415	O43593	3570
1416	O43597	948
1417	O43598	525
1418	O43602	1098
1419	O43603	1164
1420	O43609	960
1421	O43610	867
1422	O43612	396
1423	O43615	1359
1424	O43617	543
1425	O43623	807
1426	O43633	669
1427	O43638	993
1428	O43639	1143
1429	O43653	345
1430	O43657	738
1431	O43660	1545
1432	O43663	1863
1433	O43665	546
1434	O43670	1437
1435	O43674	570
1436	O43676	297
1437	O43678	300
1438	O43679	1122
1439	O43680	540
1440	O43681	1047
1441	O43683	3258
1442	O43684	987
1443	O43687	315
1444	O43688	867
1445	O43699	1362
1446	O43704	891
1447	O43707	2736
1448	O43708	651
1449	O43709	846
1450	O43711	876
1451	O43715	231
1452	O43716	411
1453	O43719	2268
1454	O43734	1725
1455	O43736	792
1456	O43739	1203
1457	O43741	819
1458	O43745	591
1459	O43747	2469
1460	O43752	768
1461	O43759	702
1462	O43760	675
1463	O43761	690
1464	O43763	855
1465	O43765	942
1466	O43768	366
1467	O43772	906
1468	O43776	1647
1469	O43781	1767
1470	O43790	1461
1471	O43791	1125
1472	O43795	3411
1473	O43805	360
1474	O43808	924
1475	O43809	684
1476	O43812	513
1477	O43813	1200
1478	O43815	2343
1479	O43818	1428
1480	O43819	801
1481	O43820	1254
1482	O43822	771
1483	O43823	2079
1484	O43824	1551
1485	O43825	1269
1486	O43826	1290
1487	O43827	1041
1488	O43829	1350
1489	O43837	1158
1490	O43847	3456
1491	O43852	948
1492	O43854	1443
1493	O43865	1593
1494	O43868	1977
1495	O43889	1116
1496	O43896	3312
1497	O43900	1848
1498	O43903	942
1499	O43909	2760
1500	O43913	1308
1501	O43914	342
1502	O43915	1065
1503	O43916	1236
1504	O43918	1638
1505	O43920	321
1506	O43921	642
1507	O43924	453
1508	O43927	330
1509	O43929	1311
1510	O43930	834
1511	O43933	3852
1512	O60216	1896
1513	O60218	951
1514	O60220	294
1515	O60224	567
1516	O60225	567
1517	O60229	8961
1518	O60231	3126
1519	O60232	600
1520	O60234	429
1521	O60235	1257
1522	O60237	2949
1523	O60238	660
1524	O60239	1368
1525	O60241	4758
1526	O60242	4569
1527	O60243	1236
1528	O60244	4365
1529	O60245	3210
1530	O60248	702
1531	O60256	1110
1532	O60258	651
1533	O60259	783
1534	O60260	1398
1535	O60262	207
1536	O60264	3159
1537	O60266	3435
1538	O60268	1236
1539	O60269	1377
1540	O60271	3966
1541	O60281	8172
1542	O60282	2874
1543	O60285	1986
1544	O60287	6816
1545	O60290	3510
1546	O60291	1659
1547	O60292	5346
1548	O60293	5970
1549	O60294	2061
1550	O60299	2022
1551	O60303	4857
1552	O60306	4458
1553	O60307	3930
1554	O60308	2778
1555	O60313	2883
1556	O60315	3645
1557	O60318	5943
1558	O60331	2007
1559	O60333	5451
1560	O60336	4545
1561	O60337	2733
1562	O60341	2559
1563	O60343	3897
1564	O60344	2652
1565	O60346	5154
1566	O60353	2121
1567	O60356	249
1568	O60361	414
1569	O60381	1545
1570	O60383	1365
1571	O60412	960
1572	O60427	1335
1573	O60437	5271
1574	O60443	1491
1575	O60447	2433
1576	O60449	5169
1577	O60462	2796
1578	O60476	1926
1579	O60477	2286
1580	O60479	864
1581	O60481	1404
1582	O60486	4707
1583	O60487	648
1584	O60488	2136
1585	O60493	489
1586	O60494	10872
1587	O60496	1239
1588	O60499	750
1589	O60500	3726
1590	O60502	2751
1591	O60503	4062
1592	O60504	2016
1593	O60506	1872
1594	O60508	1740
1595	O60512	1182
1596	O60516	303
1597	O60518	3318
1598	O60519	363
1599	O60524	3231
1600	O60543	660
1601	O60547	1119
1602	O60551	1497
1603	O60563	2181
1604	O60565	555
1605	O60566	3153
1606	O60568	2217
1607	O60573	738
1608	O60575	261
1609	O60583	2193
1610	O60602	2577
1611	O60603	2355
1612	O60609	1203
1613	O60610	3819
1614	O60613	498
1615	O60635	726
1616	O60636	666
1617	O60637	762
1618	O60641	2724
1619	O60645	2238
1620	O60656	1593
1621	O60658	2490
1622	O60662	1821
1623	O60663	1209
1624	O60664	1305
1625	O60669	1437
1626	O60671	849
1627	O60673	9393
1628	O60674	3399
1629	O60675	471
1630	O60678	1596
1631	O60682	621
1632	O60683	981
1633	O60684	1611
1634	O60687	1398
1635	O60701	1485
1636	O60706	4650
1637	O60711	1161
1638	O60716	2907
1639	O60721	3300
1640	O60725	855
1641	O60729	1497
1642	O60732	3429
1643	O60733	2421
1644	O60739	342
1645	O60749	1560
1646	O60756	255
1647	O60759	1080
1648	O60760	600
1649	O60762	783
1650	O60763	2889
1651	O60779	1494
1652	O60783	387
1653	O60784	1479
1654	O60806	1347
1655	O60812	882
1656	O60814	381
1657	O60825	1518
1658	O60826	1884
1659	O60828	798
1660	O60830	519
1661	O60831	537
1662	O60832	1545
1663	O60840	5934
1664	O60841	3663
1665	O60844	504
1666	O60858	1224
1667	O60861	1431
1668	O60869	447
1669	O60870	1182
1670	O60879	3306
1671	O60880	387
1672	O60883	1446
1673	O60884	1239
1674	O60885	4089
1675	O60888	540
1676	O60890	2409
1677	O60894	447
1678	O60895	528
1679	O60896	447
1680	O60902	996
1681	O60906	1272
1682	O60907	1734
1683	O60909	1119
1684	O60911	1005
1685	O60921	843
1686	O60925	369
1687	O60927	381
1688	O60930	861
1689	O60934	2265
1690	O60936	627
1691	O60938	1059
1692	O60941	1884
1693	O60942	1794
1694	O75015	702
1695	O75022	1896
1696	O75023	1773
1697	O75027	2259
1698	O75030	1581
1699	O75031	1005
1700	O75037	4914
1701	O75044	3216
1702	O75051	5685
1703	O75052	1521
1704	O75056	1329
1705	O75061	2742
1706	O75063	1230
1707	O75069	2130
1708	O75071	1488
1709	O75074	2313
1710	O75077	2499
1711	O75078	2310
1712	O75081	1962
1713	O75083	1821
1714	O75084	1725
1715	O75093	4605
1716	O75094	4572
1717	O75095	4626
1718	O75096	5718
1719	O75110	3144
1720	O75112	2184
1721	O75113	2691
1722	O75116	4167
1723	O75122	3885
1724	O75127	2103
1725	O75128	3786
1726	O75131	1614
1727	O75132	3516
1728	O75140	4812
1729	O75143	1554
1730	O75144	909
1731	O75145	3585
1732	O75146	3207
1733	O75147	5691
1734	O75150	3006
1735	O75152	2433
1736	O75153	3930
1737	O75154	2271
1738	O75155	3711
1739	O75159	1611
1740	O75161	4281
1741	O75164	3195
1742	O75165	6732
1743	O75167	1905
1744	O75170	2901
1745	O75173	2514
1746	O75175	2262
1747	O75177	1191
1748	O75179	7812
1749	O75182	3489
1750	O75185	2841
1751	O75190	981
1752	O75192	744
1753	O75197	4848
1754	O75208	957
1755	O75223	567
1756	O75251	642
1757	O75290	1926
1758	O75293	483
1759	O75306	1392
1760	O75309	2490
1761	O75310	1590
1762	O75311	1395
1763	O75312	1380
1764	O75317	1113
1765	O75319	1134
1766	O75323	861
1767	O75325	2142
1768	O75326	2001
1769	O75330	2175
1770	O75334	3774
1771	O75335	3558
1772	O75339	3555
1773	O75340	576
1774	O75342	2106
1775	O75344	984
1776	O75346	1500
1777	O75347	327
1778	O75348	357
1779	O75351	1335
1780	O75352	744
1781	O75354	1455
1782	O75355	1590
1783	O75356	1287
1784	O75360	681
1785	O75362	3147
1786	O75363	1755
1787	O75365	522
1788	O75367	1119
1789	O75368	345
1790	O75369	7809
1791	O75376	7323
1792	O75379	426
1793	O75380	375
1794	O75381	1134
1795	O75382	2235
1796	O75385	3153
1797	O75386	1329
1798	O75387	1680
1799	O75390	1401
1800	O75391	684
1801	O75394	198
1802	O75396	648
1803	O75398	1698
1804	O75400	2874
1805	O75409	354
1806	O75410	2418
1807	O75414	561
1808	O75417	7773
1809	O75419	1701
1810	O75420	3108
1811	O75425	708
1812	O75426	1743
1813	O75427	2052
1814	O75431	792
1815	O75436	984
1816	O75438	177
1817	O75439	1470
1818	O75444	1122
1819	O75445	15609
1820	O75446	663
1821	O75448	2970
1822	O75449	1476
1823	O75459	441
1824	O75460	2934
1825	O75461	846
1826	O75462	1269
1827	O75467	1662
1828	O75469	1305
1829	O75473	2724
1830	O75474	702
1831	O75475	1593
1832	O75477	1047
1833	O75478	1332
1834	O75486	954
1835	O75487	1671
1836	O75489	795
1837	O75494	789
1838	O75496	630
1839	O75503	1077
1840	O75506	231
1841	O75508	624
1842	O75509	1968
1843	O75521	1185
1844	O75525	1041
1845	O75526	1179
1846	O75528	1299
1847	O75529	1770
1848	O75530	1326
1849	O75531	270
1850	O75533	3915
1851	O75534	2397
1852	O75541	1239
1853	O75553	1767
1854	O75554	1131
1855	O75556	288
1856	O75558	864
1857	O75563	1080
1858	O75564	1671
1859	O75569	942
1860	O75570	1338
1861	O75575	447
1862	O75581	4842
1863	O75582	2409
1864	O75586	741
1865	O75592	14037
1866	O75593	1098
1867	O75594	591
1868	O75600	1260
1869	O75603	1521
1870	O75604	1818
1871	O75607	537
1872	O75608	693
1873	O75610	1098
1874	O75616	1314
1875	O75618	957
1876	O75626	2478
1877	O75631	864
1878	O75636	900
1879	O75638	633
1880	O75643	6411
1881	O75648	1266
1882	O75663	819
1883	O75665	3039
1884	O75674	1431
1885	O75676	2319
1886	O75679	954
1887	O75683	1086
1888	O75688	1440
1889	O75689	1125
1890	O75690	564
1891	O75691	8358
1892	O75694	4176
1893	O75695	1053
1894	O75711	297
1895	O75712	813
1896	O75716	918
1897	O75717	3390
1898	O75718	1206
1899	O75746	2037
1900	O75751	1671
1901	O75752	996
1902	O75762	3360
1903	O75764	1047
1904	O75771	987
1905	O75781	1164
1906	O75783	1317
1907	O75787	1053
1908	O75791	993
1909	O75792	900
1910	O75794	1011
1911	O75800	1323
1912	O75807	2025
1913	O75808	3261
1914	O75815	2478
1915	O75817	423
1916	O75818	1092
1917	O75820	1881
1918	O75821	963
1919	O75822	777
1920	O75828	834
1921	O75829	1005
1922	O75830	1218
1923	O75832	681
1924	O75841	783
1925	O75843	2358
1926	O75844	1428
1927	O75864	2076
1928	O75865	480
1929	O75874	1245
1930	O75879	1674
1931	O75880	906
1932	O75882	4290
1933	O75884	561
1934	O75886	1578
1935	O75888	753
1936	O75891	2709
1937	O75896	333
1938	O75899	2826
1939	O75900	1173
1940	O75901	1308
1941	O75907	1467
1942	O75908	1569
1943	O75909	1743
1944	O75912	3198
1945	O75914	1680
1946	O75915	567
1947	O75916	2025
1948	O75920	333
1949	O75923	6243
1950	O75925	1956
1951	O75928	1866
1952	O75934	678
1953	O75935	561
1954	O75936	1164
1955	O75937	762
1956	O75940	717
1957	O75943	2046
1958	O75947	486
1959	O75952	1482
1960	O75953	1047
1961	O75954	720
1962	O75955	1284
1963	O75956	381
1964	O75962	9294
1965	O75964	312
1966	O75969	2562
1967	O75970	6213
1968	O75971	297
1969	O75973	777
1970	O75976	4143
1971	O76003	1008
1972	O76009	1215
1973	O76011	1311
1974	O76013	1404
1975	O76014	1350
1976	O76015	1371
1977	O76021	1473
1978	O76024	2673
1979	O76027	1038
1980	O76031	1902
1981	O76036	915
1982	O76038	831
1983	O76039	2883
1984	O76041	3045
1985	O76042	411
1986	O76050	1725
1987	O76061	909
1988	O76062	1257
1989	O76064	1458
1990	O76070	384
1991	O76071	1020
1992	O76074	2628
1993	O76075	1017
1994	O76076	753
1995	O76080	642
1996	O76081	1167
1997	O76082	1674
1998	O76083	1782
1999	O76090	1758
2000	O76093	624
2001	O76094	2016
2002	O76095	441
2003	O76096	438
2004	O77932	1191
2005	O94759	4512
2006	O94760	858
2007	O94761	3627
2008	O94762	2976
2009	O94763	1608
2010	O94766	1008
2011	O94768	1119
2012	O94769	2100
2013	O94772	423
2014	O94776	2007
2015	O94777	255
2016	O94779	3303
2017	O94782	2358
2018	O94788	1557
2019	O94804	2907
2020	O94805	1281
2021	O94806	2673
2022	O94808	2049
2023	O94810	1404
2024	O94811	660
2025	O94812	3564
2026	O94813	4590
2027	O94817	423
2028	O94818	1917
2029	O94822	5301
2030	O94823	4386
2031	O94826	1827
2032	O94827	3189
2033	O94829	2892
2034	O94830	2136
2035	O94832	3021
2036	O94842	1866
2037	O94844	2091
2038	O94850	2136
2039	O94851	3375
2040	O94854	3876
2041	O94855	3099
2042	O94856	4044
2043	O94864	1245
2044	O94868	2223
2045	O94874	2385
2046	O94875	3303
2047	O94876	1962
2048	O94880	2667
2049	O94885	3744
2050	O94886	2424
2051	O94887	3165
2052	O94888	1470
2053	O94889	1725
2054	O94892	1959
2055	O94900	1581
2056	O94901	2439
2057	O94903	828
2058	O94905	1020
2059	O94906	2826
2060	O94907	801
2061	O94910	4425
2062	O94913	4668
2063	O94915	9042
2064	O94916	4596
2065	O94919	1503
2066	O94921	1410
2067	O94923	1854
2068	O94925	2010
2069	O94927	1902
2070	O94929	2052
2071	O94941	1626
2072	O94952	1887
2073	O94953	3291
2074	O94955	1836
2075	O94964	4272
2076	O94966	3957
2077	O94967	2760
2078	O94972	2895
2079	O94973	2820
2080	O94979	3663
2081	O94983	3609
2082	O94985	2946
2083	O94986	5133
2084	O94988	3072
2085	O94989	2526
2086	O94992	1080
2087	O94993	2262
2088	O95007	936
2089	O95045	954
2090	O95049	2760
2091	O95050	792
2092	O95057	597
2093	O95059	375
2094	O95067	1197
2095	O95070	882
2096	O95071	8400
2097	O95072	1644
2098	O95073	900
2099	O95084	1152
2100	O95104	3444
2101	O95125	1947
2102	O95136	1062
2103	O95139	387
2104	O95140	2274
2105	O95147	597
2106	O95149	1083
2107	O95150	756
2108	O95153	5574
2109	O95154	996
2110	O95155	3909
2111	O95157	759
2112	O95159	933
2113	O95163	3999
2114	O95164	354
2115	O95166	354
2116	O95167	255
2117	O95168	390
2118	O95169	561
2119	O95171	2067
2120	O95178	318
2121	O95180	7062
2122	O95182	342
2123	O95183	351
2124	O95185	2796
2125	O95190	570
2126	O95197	3099
2127	O95198	1782
2128	O95199	1656
2129	O95201	1665
2130	O95202	2220
2131	O95206	3213
2132	O95208	1926
2133	O95210	1077
2134	O95214	396
2135	O95218	993
2136	O95219	1353
2137	O95229	834
2138	O95231	777
2139	O95232	1299
2140	O95235	2673
2141	O95236	1209
2142	O95238	1008
2143	O95239	3699
2144	O95243	1743
2145	O95248	5607
2146	O95249	753
2147	O95251	1836
2148	O95255	4512
2149	O95257	480
2150	O95259	2970
2151	O95260	1557
2152	O95264	1326
2153	O95267	2394
2154	O95271	3984
2155	O95273	1083
2156	O95274	1041
2157	O95278	996
2158	O95279	1500
2159	O95292	732
2160	O95295	411
2161	O95297	810
2162	O95298	360
2163	O95299	1068
2164	O95302	1713
2165	O95319	1527
2166	O95336	777
2167	O95340	1845
2168	O95342	3966
2169	O95343	999
2170	O95347	3594
2171	O95352	2112
2172	O95359	8847
2173	O95361	1695
2174	O95363	1356
2175	O95365	1755
2176	O95372	696
2177	O95373	3117
2178	O95376	1482
2179	O95377	822
2180	O95379	597
2181	O95382	3867
2182	O95388	1104
2183	O95390	1224
2184	O95391	1761
2185	O95393	1275
2186	O95394	1629
2187	O95395	1317
2188	O95396	1383
2189	O95398	2772
2190	O95399	375
2191	O95400	1026
2192	O95402	1803
2193	O95405	4278
2194	O95406	435
2195	O95407	903
2196	O95409	1599
2197	O95411	348
2198	O95415	378
2199	O95416	723
2200	O95424	288
2201	O95425	6645
2202	O95427	2796
2203	O95428	3837
2204	O95429	1374
2205	O95433	1017
2206	O95436	2073
2207	O95445	567
2208	O95447	2013
2209	O95450	3636
2210	O95452	786
2211	O95453	1920
2212	O95455	1053
2213	O95456	867
2214	O95460	1869
2215	O95461	2271
2216	O95466	3303
2217	O95470	1707
2218	O95471	636
2219	O95475	741
2220	O95476	735
2221	O95477	6786
2222	O95478	783
2223	O95486	3282
2224	O95487	3807
2225	O95490	4380
2226	O95500	720
2227	O95503	1239
2228	O95544	1341
2229	O95551	1089
2230	O95561	552
2231	O95563	384
2232	O95568	1119
2233	O95571	765
2234	O95573	2163
2235	O95600	1080
2236	O95602	5163
2237	O95613	10011
2238	O95619	684
2239	O95622	3786
2240	O95625	3162
2241	O95628	1728
2242	O95630	1275
2243	O95631	1815
2244	O95633	792
2245	O95639	810
2246	O95644	2832
2247	O95661	690
2248	O95670	357
2249	O95671	1866
2250	O95674	1338
2251	O95677	1920
2252	O95678	1656
2253	O95684	1200
2254	O95685	900
2255	O95696	3177
2256	O95704	1461
2257	O95707	663
2258	O95711	489
2259	O95714	14505
2260	O95715	336
2261	O95716	660
2262	O95718	1302
2263	O95721	777
2264	O95727	1182
2265	O95741	1674
2266	O95747	1584
2267	O95749	903
2268	O95750	651
2269	O95751	441
2270	O95755	1002
2271	O95757	2520
2272	O95758	1659
2273	O95759	3423
2274	O95760	813
2275	O95772	705
2276	O95777	291
2277	O95782	2934
2278	O95785	4956
2279	O95786	2778
2280	O95789	3978
2281	O95793	1734
2282	O95801	1164
2283	O95810	1278
2284	O95816	636
2285	O95817	1728
2286	O95819	3720
2287	O95822	1482
2288	O95825	1050
2289	O95831	1842
2290	O95832	636
2291	O95833	711
2292	O95834	1950
2293	O95835	3393
2294	O95837	1068
2295	O95847	972
2296	O95848	669
2297	O95858	885
2298	O95859	918
2299	O95861	927
2300	O95863	795
2301	O95864	1335
2302	O95865	858
2303	O95866	726
2304	O95867	378
2305	O95868	402
2306	O95870	1677
2307	O95872	1071
2308	O95873	885
2309	O95881	519
2310	O95886	2940
2311	O95897	1365
2312	O95900	996
2313	O95905	1935
2314	O95907	1515
2315	O95926	732
2316	O95931	756
2317	O95935	1824
2318	O95936	2061
2319	O95944	831
2320	O95947	1311
2321	O95954	1626
2322	O95967	1332
2323	O95968	273
2324	O95971	546
2325	O95972	1179
2326	O95977	1155
2327	O95980	2916
2328	O95983	876
2329	O95985	2589
2330	O95988	387
2331	O95989	519
2332	O95990	435
2333	O95992	819
2334	O95994	528
2335	O95995	1437
2336	O95996	6912
2337	O95997	609
2338	O95999	702
2339	O96000	519
2340	O96004	648
2341	O96005	2010
2342	O96006	2085
2343	O96007	567
2344	O96008	1086
2345	O96009	1263
2346	O96011	780
2347	O96013	1776
2348	O96014	1065
2349	O96015	318
2350	O96017	1632
2351	O96018	1728
2352	O96019	1290
2353	O96020	1215
2354	O96024	1137
2355	O96028	4098
2356	O96033	267
2357	P00156	1143
2358	P00167	405
2359	P00325	1128
2360	P00338	999
2361	P00352	1506
2362	P00367	1677
2363	P00374	564
2364	P00387	906
2365	P00390	1569
2366	P00395	1542
2367	P00403	684
2368	P00414	786
2369	P00439	1359
2370	P00441	465
2371	P00450	3198
2372	P00451	7056
2373	P00488	2199
2374	P00491	870
2375	P00492	657
2376	P00505	1293
2377	P00519	3393
2378	P00533	3633
2379	P00540	1041
2380	P00558	1254
2381	P00568	585
2382	P00734	1869
2383	P00736	2118
2384	P00738	1221
2385	P00740	1386
2386	P00742	1467
2387	P00746	762
2388	P00747	2433
2389	P00748	1848
2390	P00749	1296
2391	P00750	1689
2392	P00751	2295
2393	P00797	1221
2394	P00813	1092
2395	P00846	681
2396	P00915	786
2397	P00918	783
2398	P00966	1239
2399	P00973	1203
2400	P01008	1395
2401	P01009	1257
2402	P01011	1272
2403	P01019	1458
2404	P01023	4425
2405	P01024	4992
2406	P01031	5031
2407	P01033	624
2408	P01034	441
2409	P01036	426
2410	P01037	426
2411	P01040	297
2412	P01042	1935
2413	P01100	1143
2414	P01106	1320
2415	P01111	570
2416	P01112	570
2417	P01116	570
2418	P01127	726
2419	P01130	2583
2420	P01133	3624
2421	P01135	483
2422	P01137	1173
2423	P01138	726
2424	P01160	456
2425	P01178	378
2426	P01185	495
2427	P01189	804
2428	P01210	804
2429	P01215	351
2430	P01222	417
2431	P01225	390
2432	P01229	426
2433	P01236	684
2434	P01241	654
2435	P01258	426
2436	P01270	348
2437	P01275	543
2438	P01282	513
2439	P01286	327
2440	P01298	288
2441	P01303	294
2442	P01308	333
2443	P01344	543
2444	P01350	306
2445	P01374	618
2446	P01375	702
2447	P01563	567
2448	P01570	570
2449	P01574	564
2450	P01579	501
2451	P01583	816
2452	P01584	810
2453	P01588	582
2454	P01589	819
2455	P01591	480
2456	P01594	354
2457	P01602	354
2458	P01614	366
2459	P01615	363
2460	P01619	351
2461	P01700	354
2462	P01709	357
2463	P01730	1377
2464	P01732	708
2465	P01737	342
2466	P01762	354
2467	P01764	354
2468	P01772	354
2469	P01780	354
2470	P01833	2295
2471	P01834	324
2472	P01848	423
2473	P01850	531
2474	P01857	993
2475	P01859	981
2476	P01860	1134
2477	P01861	984
2478	P01871	1362
2479	P01876	1062
2480	P01877	1023
2481	P01880	1155
2482	P01889	1089
2483	P01891	1098
2484	P01892	1098
2485	P01893	1089
2486	P01903	765
2487	P01909	765
2488	P01911	801
2489	P01912	801
2490	P01920	786
2491	P02008	429
2492	P02042	444
2493	P02100	444
2494	P02144	465
2495	P02452	4395
2496	P02458	4464
2497	P02461	4401
2498	P02462	5010
2499	P02489	522
2500	P02511	528
2501	P02533	1419
2502	P02538	1695
2503	P02545	1995
2504	P02549	7260
2505	P02585	483
2506	P02647	804
2507	P02649	954
2508	P02652	303
2509	P02654	252
2510	P02655	306
2511	P02656	300
2512	P02671	2601
2513	P02675	1476
2514	P02679	1362
2515	P02686	915
2516	P02689	399
2517	P02724	453
2518	P02730	2736
2519	P02741	675
2520	P02743	672
2521	P02745	738
2522	P02746	762
2523	P02747	738
2524	P02749	1038
2525	P02750	1044
2526	P02751	7434
2527	P02753	606
2528	P02760	1059
2529	P02763	606
2530	P02765	1104
2531	P02766	444
2532	P02768	1830
2533	P02771	1830
2534	P02774	1425
2535	P02775	387
2536	P02776	306
2537	P02778	297
2538	P02786	2283
2539	P02787	2097
2540	P02788	2133
2541	P02790	1389
2542	P02792	528
2543	P02794	552
2544	P02795	186
2545	P02808	189
2546	P02810	501
2547	P02814	240
2548	P02818	303
2549	P03372	1788
2550	P03886	957
2551	P03891	1044
2552	P03897	348
2553	P03901	297
2554	P03905	1380
2555	P03915	1812
2556	P03923	525
2557	P03928	207
2558	P03950	444
2559	P03951	1878
2560	P03956	1410
2561	P03971	1683
2562	P03973	399
2563	P03989	1089
2564	P03999	1047
2565	P04000	1095
2566	P04003	1794
2567	P04004	1437
2568	P04035	2667
2569	P04040	1584
2570	P04049	1947
2571	P04053	1530
2572	P04054	447
2573	P04062	1611
2574	P04066	1401
2575	P04070	1386
2576	P04075	1095
2577	P04080	297
2578	P04083	1041
2579	P04085	636
2580	P04114	13692
2581	P04141	435
2582	P04150	2334
2583	P04155	255
2584	P04156	762
2585	P04179	669
2586	P04180	1323
2587	P04181	1320
2588	P04183	705
2589	P04196	1578
2590	P04198	1395
2591	P04216	486
2592	P04217	1488
2593	P04222	1101
2594	P04229	801
2595	P04233	891
2596	P04234	516
2597	P04259	1695
2598	P04264	1935
2599	P04271	279
2600	P04275	8442
2601	P04278	1209
2602	P04279	1389
2603	P04350	1335
2604	P04406	1008
2605	P04424	1395
2606	P04435	348
2607	P04439	1098
2608	P04440	777
2609	P04553	156
2610	P04554	309
2611	P04626	3768
2612	P04628	1113
2613	P04629	2391
2614	P04632	807
2615	P04637	1182
2616	P04731	186
2617	P04732	186
2618	P04733	186
2619	P04745	1536
2620	P04746	1536
2621	P04792	618
2622	P04798	1539
2623	P04808	558
2624	P04818	942
2625	P04839	1713
2626	P04843	1824
2627	P04844	1896
2628	P04899	1068
2629	P04908	393
2630	P04920	3726
2631	P04921	387
2632	P05000	588
2633	P05013	570
2634	P05014	570
2635	P05015	570
2636	P05019	588
2637	P05023	3072
2638	P05026	912
2639	P05060	2034
2640	P05062	1095
2641	P05067	2313
2642	P05089	969
2643	P05090	570
2644	P05091	1554
2645	P05093	1527
2646	P05106	2367
2647	P05107	2310
2648	P05108	1566
2649	P05109	282
2650	P05111	1101
2651	P05112	462
2652	P05113	405
2653	P05114	303
2654	P05120	1248
2655	P05121	1209
2656	P05129	2094
2657	P05141	897
2658	P05154	1221
2659	P05155	1503
2660	P05161	498
2661	P05162	399
2662	P05164	2238
2663	P05165	2187
2664	P05166	1620
2665	P05181	1482
2666	P05186	1575
2667	P05187	1608
2668	P05198	948
2669	P05204	273
2670	P05230	468
2671	P05231	639
2672	P05305	639
2673	P05362	1599
2674	P05386	345
2675	P05387	348
2676	P05388	954
2677	P05408	639
2678	P05412	996
2679	P05413	402
2680	P05423	1197
2681	P05452	609
2682	P05455	1227
2683	P05496	411
2684	P05534	1098
2685	P05543	1248
2686	P05546	1500
2687	P05549	1314
2688	P05556	2397
2689	P05771	2016
2690	P05783	1293
2691	P05787	1452
2692	P05813	648
2693	P05814	681
2694	P05937	786
2695	P05976	585
2696	P05981	1254
2697	P05997	4500
2698	P06028	276
2699	P06126	984
2700	P06127	1488
2701	P06132	1104
2702	P06133	1587
2703	P06213	4149
2704	P06239	1530
2705	P06241	1614
2706	P06276	1809
2707	P06280	1290
2708	P06307	348
2709	P06312	366
2710	P06340	753
2711	P06396	2349
2712	P06400	2787
2713	P06401	2802
2714	P06454	336
2715	P06493	894
2716	P06576	1590
2717	P06681	2259
2718	P06702	345
2719	P06703	273
2720	P06727	1191
2721	P06729	1056
2722	P06730	654
2723	P06731	2109
2724	P06732	1146
2725	P06733	1305
2726	P06733	1305
2727	P06734	966
2728	P06737	2544
2729	P06744	1677
2730	P06746	1008
2731	P06748	885
2732	P06753	858
2733	P06756	3147
2734	P06850	591
2735	P06858	1428
2736	P06865	1590
2737	P06881	387
2738	P06899	381
2739	P06930	474
2740	P07093	1197
2741	P07098	1197
2742	P07099	1368
2743	P07101	1587
2744	P07108	264
2745	P07148	384
2746	P07195	1005
2747	P07196	1632
2748	P07197	2751
2749	P07199	1800
2750	P07203	612
2751	P07204	1728
2752	P07225	2031
2753	P07237	1527
2754	P07288	786
2755	P07305	585
2756	P07306	876
2757	P07307	936
